4.887e+00, 0.000e+00, 1.508e+01
5.139e+00, 0.000e+00, 1.589e+01
5.719e+00, 0.000e+00, 1.657e+01
6.450e+00, 0.000e+00, 1.725e+01
6.022e+00, 0.000e+00, 1.571e+01
6.601e+00, 0.000e+00, 1.649e+01
6.652e+00, 0.000e+00, 1.808e+01
7.307e+00, 0.000e+00, 1.849e+01
8.038e+00, 0.000e+00, 1.864e+01
8.769e+00, 0.000e+00, 1.962e+01
9.828e+00, 0.000e+00, 2.033e+01
9.752e+00, 0.000e+00, 1.967e+01
9.147e+00, 0.000e+00, 1.881e+01
8.189e+00, 0.000e+00, 1.796e+01
7.358e+00, 0.000e+00, 1.682e+01
1.505e+01, 0.000e+00, 2.005e+01
1.588e+01, 0.000e+00, 1.990e+01
1.653e+01, 0.000e+00, 1.934e+01
1.711e+01, 0.000e+00, 1.866e+01
1.565e+01, 0.000e+00, 1.907e+01
1.628e+01, 0.000e+00, 1.851e+01
2.029e+01, 0.000e+00, 1.518e+01
1.989e+01, 0.000e+00, 1.599e+01
1.921e+01, 0.000e+00, 1.657e+01
1.840e+01, 0.000e+00, 1.715e+01
1.840e+01, 0.000e+00, 1.634e+01
1.898e+01, 0.000e+00, 1.571e+01
1.769e+01, 0.000e+00, 1.680e+01
1.777e+01, 0.000e+00, 1.846e+01
1.840e+01, 0.000e+00, 1.796e+01
1.684e+01, 0.000e+00, 1.765e+01
2.001e+01, 0.000e+00, 9.965e+00
1.976e+01, 0.000e+00, 9.083e+00
1.913e+01, 0.000e+00, 8.402e+00
1.837e+01, 0.000e+00, 7.696e+00
1.898e+01, 0.000e+00, 9.411e+00
1.822e+01, 0.000e+00, 8.553e+00
1.510e+01, 0.000e+00, 4.823e+00
1.603e+01, 0.000e+00, 5.251e+00
1.663e+01, 0.000e+00, 5.982e+00
1.714e+01, 0.000e+00, 6.663e+00
1.578e+01, 0.000e+00, 6.134e+00
1.638e+01, 0.000e+00, 6.764e+00
1.807e+01, 0.000e+00, 6.739e+00
1.747e+01, 0.000e+00, 8.175e+00
1.676e+01, 0.000e+00, 7.495e+00
4.711e+00, 0.000e+00, 9.889e+00
5.064e+00, 0.000e+00, 9.083e+00
5.795e+00, 0.000e+00, 8.402e+00
6.576e+00, 0.000e+00, 7.948e+00
5.845e+00, 0.000e+00, 9.461e+00
6.601e+00, 0.000e+00, 8.705e+00
9.979e+00, 0.000e+00, 4.999e+00
9.475e+00, 0.000e+00, 5.932e+00
8.769e+00, 0.000e+00, 6.486e+00
8.063e+00, 0.000e+00, 7.066e+00
8.668e+00, 0.000e+00, 5.554e+00
7.937e+00, 0.000e+00, 6.234e+00
7.030e+00, 0.000e+00, 6.688e+00
6.526e+00, 0.000e+00, 7.318e+00
7.433e+00, 0.000e+00, 8.301e+00
8.114e+00, 0.000e+00, 7.671e+00
8.265e+00, 0.000e+00, 1.619e+01
9.072e+00, 0.000e+00, 1.531e+01
9.904e+00, 0.000e+00, 1.420e+01
1.041e+01, 0.000e+00, 1.302e+01
1.031e+01, 0.000e+00, 1.178e+01
9.576e+00, 0.000e+00, 1.049e+01
8.820e+00, 0.000e+00, 9.436e+00
8.265e+00, 0.000e+00, 8.755e+00
8.996e+00, 0.000e+00, 8.402e+00
9.904e+00, 0.000e+00, 9.335e+00
1.116e+01, 0.000e+00, 1.019e+01
1.250e+01, 0.000e+00, 1.049e+01
1.368e+01, 0.000e+00, 1.014e+01
1.462e+01, 0.000e+00, 9.511e+00
1.547e+01, 0.000e+00, 8.881e+00
1.616e+01, 0.000e+00, 8.276e+00
1.661e+01, 0.000e+00, 8.957e+00
1.593e+01, 0.000e+00, 9.738e+00
1.522e+01, 0.000e+00, 1.062e+01
1.474e+01, 0.000e+00, 1.145e+01
1.449e+01, 0.000e+00, 1.266e+01
1.510e+01, 0.000e+00, 1.402e+01
1.570e+01, 0.000e+00, 1.501e+01
1.656e+01, 0.000e+00, 1.599e+01
1.626e+01, 0.000e+00, 1.677e+01
1.558e+01, 0.000e+00, 1.627e+01
1.454e+01, 0.000e+00, 1.546e+01
1.323e+01, 0.000e+00, 1.478e+01
1.184e+01, 0.000e+00, 1.473e+01
1.063e+01, 0.000e+00, 1.531e+01
9.702e+00, 0.000e+00, 1.607e+01
8.744e+00, 0.000e+00, 1.682e+01
1.767e+01, 0.000e+00, 1.763e+01
1.757e+01, 0.000e+00, 7.369e+00
7.282e+00, 0.000e+00, 7.495e+00
7.408e+00, 0.000e+00, 1.773e+01
1.469e+01, 0.000e+00, 1.339e+01
1.003e+01, 0.000e+00, 1.115e+01
